subject_id	subject_label	subject_category	subject_description	object_id	object_label	object_source	predicate_id	mapping_justification	confidence	comment
dcterms:description	description	slot	a human-readable description of a thing	T4FS:0000174	R1. (meta)data are richly described with a plurality of accurate and relevant attributes	T4FS	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7584	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:900000000000479008	Attribute order (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7479	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	NCIT:C91243	Words or Percentages for Weather Forecast Question	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7373	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:900000000000480006	Attribute value type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7282	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	EFO:0005241	employment status	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7233	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	NCIT:C91236	Words or Numbers for Chance Events Question	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7205	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:733619002	Ordered component type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7178	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:18376005	Display artist (occupation)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7176	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:1292992004	Component annotation with string value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7152	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:900000000000490003	Description inactivation indicator attribute value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7146	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:1292994003	Component annotation with component value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7143	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	T4FS:0000166	data table attribute (field)	T4FS	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7118	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:900000000000458008	Attribute description (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7118	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:733618005	Ordered association type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7116	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:447255006	Priority order reference set attribute (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7103	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:723576002	Attribute rule (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7093	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:447258008	Ordered type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7084	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:900000000000488004	Relationship refinability attribute value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7072	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:900000000000547002	Relationship inactivation indicator attribute value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7066	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:723603003	Attribute in group cardinality (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7030	
nmdc:display_order	display_order	slot	When rendering information, this attribute to specify the order in which the information should be rendered.	SNOMED:900000000000457003	Reference set attribute (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7016	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	EFO:0005241	employment status	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7668	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	SNOMED:445678009	Email report (record artifact)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7463	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	OBI:0001903	email address of specimen provider principal investigator	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7411	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	OBIB:0000647	email address of sample collection or study contact	OBIB	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7308	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	SIO:001323	email address	SIO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7274	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	SNOMED:408562003	Email sent to outside agency (finding)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7243	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	NCIT:C91243	Words or Percentages for Weather Forecast Question	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7240	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	SNOMED:1292992004	Component annotation with string value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7238	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	SNOMED:1292995002	Member annotation with string value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7233	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	NCIT:C93991	Person Primary Occupation Code	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7229	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	NCIT:C42775	E-mail Address	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7226	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	OBI:0001890	email address of specimen collector	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7218	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	NCIT:C159736	If Lose Current Income Sources and Live Off Savings, How Long Could Continue to Live at Current Address and Standard of Living Question	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7211	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	SNOMED:900000000000453004	Identifier scheme (core metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7208	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	SNOMED:1292996001	Member annotation with component value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7203	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	NCIT:C91236	Words or Numbers for Chance Events Question	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7195	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	NCIT:C157107	Print, Sign, Date Form	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7193	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	NCIT:C103259	In General Please Rate How Well You Carry Out Your Usual Social Activities And Roles Question	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7168	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	OBI:0001887	email address of Bioinformatics Resource Center contact person	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7165	
schema:email	email	slot	An email address for an entity such as a person. This should be the primary email address used.	OBI:0001894	email address of sequencing facility contact person	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7161	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	EFO:0005241	employment status	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7095	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0006363	absent auchene hairs	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6959	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0011545	abnormal urine progesterone level	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6944	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	HP:0010249	Enlarged epiphyses of the distal phalanges of the hand	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6934	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MONDO:0011746	symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch	MONDO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6932	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	HP:0010248	Cone-shaped epiphyses of the distal phalanges of the hand	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6928	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	HP:0033860	Abnormal cortical peritubular capillary morphology	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6910	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0011546	increased urine progesterone level	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6910	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	SNOMED:1354484005	Picture archiving and communication system (physical object)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6907	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	HP:0006224	Tapering pointed ends of distal finger phalanges	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6904	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0011562	abnormal urine prostaglandin level	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6899	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0011547	decreased urine progesterone level	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6897	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0014488	abnormal skin sensory neuron innervation pattern	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6893	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	SNOMED:464120000	Radiology picture archiving and communication system digital archive device (physical object)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6889	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0011157	abnormal hypodermis muscle layer morphology	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6886	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MONDO:0007458	digitotalar dysmorphism; ulnar drift, hereditary	MONDO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6878	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MP:0011563	increased urine prostaglandin level	MP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6874	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	MONDO:0010710	Pierre Robin syndrome-faciodigital anomaly syndrome	MONDO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6865	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	HP:0007501	Streaks of hyperkeratosis along each finger onto the palm	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6864	
nmdc:profile_image_url	profile_image_url	slot	A url that points to an image of a person.	HP:0009677	Cone-shaped epiphysis of the distal phalanx of the thumb	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6860	
nmdc:orcid	orcid	slot	The ORCID of a person.	IAO:0000708	ORCID identifier	IAO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7799	
nmdc:orcid	orcid	slot	The ORCID of a person.	EFO:0005241	employment status	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7433	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:900000000000453004	Identifier scheme (core metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7217	
nmdc:orcid	orcid	slot	The ORCID of a person.	NCIT:C188819	Identifier Provider Organization Name	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7146	
nmdc:orcid	orcid	slot	The ORCID of a person.	NCIT:C207526	Identifier Provider Research Organization Name	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7109	
nmdc:orcid	orcid	slot	The ORCID of a person.	NCIT:C93871	Organization Identifier with Attribute Identifier	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7106	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:734146004	OWL ontology namespace (OWL metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7080	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:762103008	OWL ontology reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7040	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:118522005	Identifier (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7027	
nmdc:orcid	orcid	slot	The ORCID of a person.	NCIT:C93872	Organization Identifier Primary Indicator	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7002	
nmdc:orcid	orcid	slot	The ORCID of a person.	NCIT:C164821	ID Identifier Type Code	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6997	
nmdc:orcid	orcid	slot	The ORCID of a person.	OBIB:0000478	name of person obtaining authorization from legally authorized representative for post-mortem specimen donation	OBIB	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6992	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:733073007	OWL axiom reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6986	
nmdc:orcid	orcid	slot	The ORCID of a person.	PR:Q9UFC0	leucine-rich repeat and WD repeat-containing protein 1 (human)	PR	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6979	
nmdc:orcid	orcid	slot	The ORCID of a person.	NCIT:C93873	Organization Identifier Type Code	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6979	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:370924001	Any instance of care ordered by or provided by someone impersonating a physician, nurse, pharmacist, or other licensed healthcare provider (event)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6951	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:734006007	Person name (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6951	
nmdc:orcid	orcid	slot	The ORCID of a person.	EFO:0802833	origin recognition complex subunit 6 measurement	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6949	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:734147008	OWL ontology header (OWL metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6943	
nmdc:orcid	orcid	slot	The ORCID of a person.	SNOMED:762676003	OWL expression type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6941	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:900000000000507009	English [International Organization for Standardization 639-1 code en] language reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8147	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:722131000	French [International Organization for Standardization 639-1 code fr] language reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8113	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:1304275002	Language or dialect code (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7930	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:439736001	Language for which interpreter is needed (observable entity)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7847	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:1197367003	Language preference for written health-related material (observable entity)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7772	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	NCIT:C51279	Language Code	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7725	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:428996008	Language preference (observable entity)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7679	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	NCIT:C164792	Document Version Language Code	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7652	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:722129009	Japanese [International Organization for Standardization 639-1 code ja] language reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7612	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:448879004	Spanish [International Organization for Standardization 639-1 code es] language reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7589	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:900000000000506000	Language type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7580	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:297931006	Language commonly spoken in Europe (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7579	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:722130004	German [International Organization for Standardization 639-1 code de] language reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7552	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:365453006	Finding of language spoken (finding)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7520	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:722128001	Chinese [International Organization for Standardization 639-1 code zh] language reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7515	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:134266007	Language read (observable entity)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7498	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:106133000	Language finding (finding)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7452	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:297499001	French language (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7394	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	SNOMED:161139007	Language spoken (observable entity)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7376	
nmdc:language	language	slot	"Should use ISO 639-1 code e.g. ""en"", ""fr"""	NCIT:C162714	Montreal Cognitive Assessment Language - Repeat Test	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7375	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:1292992004	Component annotation with string value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7305	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:1292994003	Component annotation with component value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7265	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:1292995002	Member annotation with string value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7214	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:900000000000519001	Annotation value (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7209	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:1292996001	Member annotation with component value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7204	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	EFO:0005241	employment status	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7159	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:451001000	Source SNOMED CT concept is incompletely modeled in the context of mapping to ICPC-2 (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7147	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:900000000000547002	Relationship inactivation indicator attribute value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7066	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:900000000000516008	Annotation type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7051	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:900000000000488004	Relationship refinability attribute value reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7045	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:900000000000480006	Attribute value type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7038	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:396946005	Size of base of tumor at cut edge, after sectioning (observable entity)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7035	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:116678009	Has measured component (attribute)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6975	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:1193544002	Simple map with correlation from SNOMED CT to SNOMED CT type reference set (foundation metadata concept)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6972	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:703436002	Detection limit equal to or less than 0.005 mIU/L	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6966	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:1295447006	Annotation attribute (attribute)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6960	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:1148638009	Measured quantity of intake of vitamin A and/or vitamin A derivative in 24 hours (observable entity)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6953	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	SNOMED:703440006	Detection limit equal to or less than 3.47 pmol/L	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6953	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	DRON:01005378	measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]	DRON	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6949	
nmdc:has_raw_value	has_raw_value	slot	"The value that was specified for an annotation in raw form, i.e. a string. E.g. ""2 cm"" or ""2-4 cm"""	OBA:VT0001253	body height	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.6948	
nmdc:has_unit	has_unit	slot	Links a QuantityValue to a unit	SNOMED:73298004	Has units (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8093	
nmdc:has_unit	has_unit	slot	Links a QuantityValue to a unit	SNOMED:258715002	Unit of amount of substance (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8055	
nmdc:has_unit	has_unit	slot	Links a QuantityValue to a unit	SNOMED:415781001	Unit of volume per unit area (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8049	
nmdc:has_unit	has_unit	slot	Links a QuantityValue to a unit	SNOMED:258982002	Unit of rate (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7990	
